prob,orig
1.361,1.325
0.083,0.078
0.261,0.255
0.214,0.20800000000000002
0.811,0.8079999999999999
0.645,0.645
2.412,2.452
0.576,0.486
2.731,2.775
2.105,2.041
1.361,1.325
0.132,0.12300000000000001
0.411,0.466
1.668,1.652
0.000,0.054000000000000006
0.174,0.174
1.055,1.093
0.769,0.772
1.045,1.0490000000000002
0.651,0.642
0.225,0.21899999999999997
0.514,0.499
0.362,0.354
1.238,1.228
0.296,0.281
2.228,2.202
0.094,0.075
0.326,0.319
0.371,0.39
0.370,0.304
0.945,0.672
1.238,1.228
0.148,0.127
4.135,1.865
0.411,0.40700000000000003
2.219,0.637
1.526,0.987
1.351,1.3230000000000002
0.878,0.866
0.999,1.013
0.620,0.57
0.912,1.611
2.684,2.8280000000000003
1.647,1.624
0.165,0.184
0.718,0.275
0.598,0.823
0.071,0.083
1.972,1.969
1.045,1.0490000000000002
0.340,0.41
0.436,0.672
0.726,0.7809999999999999
0.157,0.179
0.464,0.47
0.645,0.645
1.217,1.215
0.518,0.532
1.582,0.634
0.644,0.648
0.406,0.4
0.289,0.289
0.074,0.092
2.105,2.041
3.187,3.123
0.269,0.272
0.340,0.41
0.131,0.136
0.427,0.415
0.185,0.209
0.139,0.139
0.296,0.281
2.033,2.03
0.000,0.138
2.219,0.637
0.487,0.495
0.436,0.672
0.132,0.12300000000000001
0.300,0.534
0.653,0.35100000000000003
1.233,1.335
0.397,1.349
1.551,1.5490000000000002
0.704,3.3939999999999997
0.055,0.061
1.217,0.44
0.000,0.395
0.474,0.47
0.718,0.275
2.258,2.275
2.219,0.637
0.565,0.655
0.665,0.65
0.543,0.537
1.110,1.117
0.000,0.41100000000000003
0.701,0.395
0.515,0.36700000000000005
0.289,0.289
3.105,3.1489999999999996
1.308,1.337
0.357,0.354
0.262,0.284
3.564,3.64
1.420,1.5319999999999998
0.470,0.466
0.120,0.125
1.888,1.9
0.849,0.905
0.281,0.23800000000000002
0.904,0.977
0.173,0.179
0.857,0.862
0.612,0.613
0.445,0.309
1.052,1.0390000000000001
0.857,0.862
1.343,1.344
0.411,0.466
0.569,0.39799999999999996
0.551,0.537
1.572,1.58
0.309,0.309
0.411,0.466
1.022,1.014
0.357,0.354
4.226,1.081
0.248,0.25
1.940,1.949
1.094,1.105
0.968,0.9640000000000001
0.052,0.04
0.464,0.43
0.747,0.055999999999999994
0.651,0.619
2.594,1.726
0.153,0.152
0.128,0.139
0.000,1.012
0.242,0.23800000000000002
0.043,0.044000000000000004
0.464,0.45
1.249,1.249
1.303,0.971
1.601,1.63
0.424,0.397
0.302,0.22399999999999998
0.256,0.251
4.301,1.131
0.391,0.409
0.780,0.655
0.272,0.094
0.000,0.138
0.576,0.486
0.262,0.284
0.509,0.514
4.978,5.002
0.726,0.7809999999999999
0.000,0.184
0.248,0.25
0.000,0.535
0.855,0.057
1.268,1.2670000000000001
2.352,3.25
1.285,1.285
0.256,0.259
0.294,0.298
0.620,0.57
3.212,3.2039999999999997
1.526,0.987
0.424,0.435
1.572,1.58
0.938,0.9179999999999999
0.000,0.05
0.445,0.309
0.377,0.457
0.279,0.289
0.424,0.397
3.244,3.25
1.221,1.296
1.238,1.228
0.236,0.23399999999999999
1.021,1.004
0.809,0.6990000000000001
0.281,0.23800000000000002
1.348,1.544
0.185,0.209
2.105,2.041
1.238,1.228
0.033,0.063
1.594,1.617
1.972,1.969
1.925,2.1109999999999998
0.384,0.37799999999999995
0.250,0.254
2.217,2.2119999999999997
3.243,3.25
0.172,0.18600000000000003
1.189,1.1340000000000001
0.294,0.299
0.119,0.077
0.826,0.81
0.253,0.239
0.473,0.45899999999999996
0.665,0.607
0.002,0.013000000000000001
0.132,0.081
2.054,2.006
1.972,1.969
0.280,0.247
0.200,0.185
0.915,0.9129999999999999
0.999,1.013
2.352,3.25
0.153,0.182
2.314,2.282
0.856,0.883
1.107,2.5140000000000002
2.105,2.041
0.402,0.379
0.414,0.41700000000000004
0.651,0.642
0.237,0.26
0.833,0.7609999999999999
1.848,1.8559999999999999
0.271,0.282
2.046,2.0540000000000003
0.436,0.672
0.056,0.040999999999999995
0.393,0.401
0.412,0.39
2.258,2.275
0.354,0.34600000000000003
0.366,0.363
0.411,0.40700000000000003
0.531,0.42700000000000005
0.000,0.535
0.643,0.767
0.173,0.179
0.300,0.534
0.938,0.9179999999999999
0.338,0.39299999999999996
0.420,0.41100000000000003
0.056,0.040999999999999995
0.903,0.85
1.094,1.105
0.284,0.33399999999999996
0.976,0.988
0.368,0.368
0.341,0.324
0.043,0.044000000000000004
1.761,1.7469999999999999
0.420,0.425
1.193,1.175
0.216,0.21100000000000002
0.281,0.23800000000000002
2.499,2.5180000000000002
0.450,0.447
3.131,3.134
0.676,0.873
0.759,0.772
0.244,0.239
0.473,0.414
0.040,0.062
0.469,0.452
0.132,0.12300000000000001
2.463,2.445
0.878,0.866
0.618,0.606
1.513,1.515
0.302,0.22399999999999998
0.340,0.41
2.228,2.202
0.622,0.622
1.375,1.4140000000000001
0.254,0.318
2.230,2.347
0.371,0.35700000000000004
0.371,0.35700000000000004
1.434,0.7490000000000001
0.487,0.495
0.745,0.7509999999999999
0.100,0.10400000000000001
0.256,0.259
0.172,0.18600000000000003
0.424,0.397
0.312,0.33799999999999997
1.268,1.2670000000000001
1.833,1.889
0.136,0.15
3.243,3.25
2.766,2.739
0.281,0.27399999999999997
0.411,0.40700000000000003
1.217,0.44
0.222,0.231
0.746,0.1
0.242,0.23800000000000002
0.312,0.33799999999999997
0.296,0.281
0.087,0.142
0.000,0.054000000000000006
1.165,1.361
0.543,0.537
1.549,1.4269999999999998
0.402,0.379
0.112,0.084
0.179,0.156
0.076,0.105
3.998,4.005
3.409,0.7190000000000001
1.208,0.907
0.162,0.163
0.353,0.34700000000000003
0.655,0.695
1.291,1.297
1.876,1.868
1.136,1.1420000000000001
1.890,1.212
0.551,0.5329999999999999
0.271,0.242
1.710,0.748
1.189,1.1340000000000001
0.384,0.37799999999999995
3.131,3.134
0.397,1.349
0.666,0.664
0.107,0.12
1.051,1.041
4.133,4.131
0.074,0.092
0.457,0.47700000000000004
0.144,0.08
0.028,0.024
0.905,0.92
0.083,0.052000000000000005
0.252,0.244
0.372,0.38799999999999996
0.271,0.282
0.980,1.0859999999999999
1.052,1.0390000000000001
0.490,0.48100000000000004
0.780,0.7859999999999999
1.833,1.889
0.056,0.040999999999999995
0.190,0.23800000000000002
0.769,0.772
0.132,0.12300000000000001
0.186,0.203
1.526,0.987
0.035,0.045
0.659,0.706
3.212,3.2039999999999997
1.242,1.433
0.080,0.083
0.280,0.247
0.792,0.7609999999999999
4.226,1.081
1.172,0.948
2.574,2.572
0.271,0.282
1.420,1.5319999999999998
0.131,0.136
0.498,0.426
0.033,0.063
0.129,0.132
0.284,0.324
3.780,3.905
0.119,0.077
0.401,0.381
1.878,1.871
2.399,2.431
1.441,1.439
0.473,0.414
1.040,1.004
1.396,1.355
0.294,0.298
0.414,0.413
0.620,0.57
0.154,0.205
1.302,1.296
0.531,0.42700000000000005
0.464,0.47
0.809,0.6990000000000001
0.450,0.447
0.271,0.342
0.105,0.083
0.313,0.318
0.779,0.28800000000000003
2.779,2.793
0.083,0.10800000000000001
2.337,2.342
0.976,0.988
0.215,0.092
0.676,0.873
1.040,1.004
1.165,1.013
0.000,0.191
4.781,4.843999999999999
1.640,1.685
0.783,0.802
3.713,3.681
0.208,0.222
0.718,0.72
0.196,0.22399999999999998
0.033,0.055
1.511,1.514
0.284,0.33399999999999996
0.246,0.201
0.353,0.358
2.275,2.254
0.658,0.6729999999999999
4.978,5.002
4.885,4.947
1.386,1.402
0.414,0.41700000000000004
0.088,0.040999999999999995
3.381,3.385
0.166,0.157
1.507,1.494
0.256,0.251
0.135,0.135
0.651,0.642
0.153,0.152
0.423,0.41700000000000004
0.418,0.43
1.348,1.544
1.526,0.987
0.938,0.9179999999999999
1.254,1.05
1.065,1.077
0.033,0.055
0.199,0.233
0.254,0.318
0.968,0.9640000000000001
0.190,0.145
0.177,0.196
0.655,0.695
1.047,0.375
0.487,0.495
0.039,0.24600000000000002
1.233,1.335
0.162,0.163
1.056,1.879
0.242,0.23800000000000002
1.065,1.077
4.307,4.355
2.347,2.364
0.334,0.354
0.851,0.243
0.370,0.304
0.528,0.49
0.384,0.37799999999999995
0.093,0.12
0.045,0.032
1.208,1.21
0.166,0.157
0.255,1.225
0.192,0.145
1.833,1.889
0.066,0.114
1.038,1.052
0.656,0.675
0.083,0.10800000000000001
0.203,0.18100000000000002
1.217,0.44
0.435,0.439
1.647,1.6280000000000001
0.249,0.311
2.362,2.366
1.640,1.685
0.210,0.23
0.255,1.225
1.710,1.571
3.170,3.2230000000000003
0.473,0.414
0.536,0.617
2.285,2.463
1.709,1.601
1.654,0.10800000000000001
0.667,0.6679999999999999
4.261,2.739
0.153,0.139
0.056,0.040999999999999995
0.376,0.374
0.269,0.254
0.432,0.434
0.045,0.032
0.357,0.28800000000000003
0.301,0.307
1.890,1.8259999999999998
0.583,0.603
0.373,0.682
0.173,0.16399999999999998
0.561,0.152
0.878,0.866
0.497,0.502
2.824,2.83
0.432,0.434
0.980,1.0859999999999999
1.055,1.023
0.250,0.254
0.132,0.12300000000000001
1.560,1.555
1.756,1.75
0.153,0.177
0.549,1.005
0.487,0.495
4.557,3.233
0.034,0.042
0.000,0.306
0.905,0.92
0.771,0.777
3.505,3.508
0.425,0.44299999999999995
0.968,0.9640000000000001
0.079,0.096
0.527,0.501
1.664,1.6740000000000002
2.055,2.065
1.444,1.374
1.386,1.34
1.890,1.8259999999999998
0.108,0.07200000000000001
0.689,0.284
0.865,0.855
0.759,0.759
0.436,0.451
0.362,0.354
0.000,0.35100000000000003
1.969,1.964
0.302,0.22399999999999998
2.684,2.8280000000000003
0.372,0.38799999999999996
1.003,0.774
1.040,1.004
0.024,0.033
1.254,1.05
0.576,0.486
0.249,0.311
1.040,1.004
2.934,2.835
1.434,0.7490000000000001
0.667,0.6679999999999999
0.194,0.182
1.039,3.2969999999999997
0.256,0.259
1.668,1.652
0.983,1.0390000000000001
1.511,1.514
1.566,1.615
0.093,0.12
1.899,1.923
0.625,0.20199999999999999
2.793,2.838
2.589,2.909
1.174,1.16
0.194,0.175
0.296,0.281
0.528,0.49
0.670,0.5870000000000001
0.391,0.207
1.325,1.111
0.427,0.44799999999999995
1.055,1.026
1.285,1.285
2.089,2.088
2.096,1.3330000000000002
3.187,3.123
0.094,0.14800000000000002
0.561,0.152
0.885,0.823
0.000,0.201
0.083,0.078
0.484,0.47700000000000004
0.670,0.5870000000000001
1.299,0.7020000000000001
0.780,0.655
2.093,2.128
0.179,0.158
0.374,0.298
0.035,0.022000000000000002
0.201,0.18899999999999997
0.340,0.41
0.779,0.28800000000000003
0.398,0.436
0.525,0.58
0.000,0.395
1.268,1.2670000000000001
0.129,0.132
2.359,6.05
1.572,1.58
0.526,0.539
0.269,0.254
0.865,0.855
0.197,0.19
3.998,4.005
0.643,0.767
1.254,1.05
0.105,0.083
2.347,2.364
0.771,0.777
0.120,0.125
0.246,0.19399999999999998
0.269,1.014
2.055,2.065
0.000,0.12
0.000,0.14400000000000002
1.315,0.574
0.000,0.41100000000000003
0.165,0.184
0.067,0.07
0.203,0.18100000000000002
0.435,0.439
0.602,0.593
0.745,0.7509999999999999
0.119,0.10800000000000001
1.460,1.422
0.166,0.163
0.000,0.13
0.265,0.275
3.454,0.268
0.194,0.19
0.338,0.312
0.850,0.86
0.779,0.28800000000000003
0.640,0.644
2.219,2.215
0.318,0.247
0.903,0.85
0.000,0.201
0.324,0.318
0.190,0.145
1.661,2.7439999999999998
1.769,1.817
0.308,0.013000000000000001
0.129,0.133
0.391,0.207
3.454,0.268
0.647,0.682
0.637,0.687
1.217,0.44
0.207,0.409
0.406,0.373
4.682,4.721
0.877,0.898
1.375,1.4140000000000001
0.651,0.642
0.000,0.037000000000000005
1.318,1.32
0.473,0.45899999999999996
2.412,2.452
0.433,0.33799999999999997
0.603,0.595
0.444,0.337
4.104,3.512
1.530,1.1440000000000001
1.285,1.2890000000000001
1.146,0.261
1.291,1.297
0.318,0.247
1.003,0.774
0.988,0.966
0.194,0.182
1.664,1.6740000000000002
1.045,1.0490000000000002
4.367,4.454
0.391,0.409
3.423,3.4010000000000002
2.824,2.83
5.875,5.882000000000001
0.196,0.22399999999999998
1.082,1.099
1.297,1.298
0.284,0.33399999999999996
0.026,0.326
0.535,0.537
1.313,1.311
0.440,0.45299999999999996
0.504,0.19899999999999998
1.361,1.325
2.219,2.215
3.998,4.005
0.632,0.5820000000000001
0.246,0.201
1.281,0.16699999999999998
0.269,0.254
1.281,1.301
2.109,2.133
0.000,0.41100000000000003
1.664,1.6740000000000002
0.474,0.47700000000000004
3.261,3.295
0.977,0.9670000000000001
0.213,0.257
0.072,0.043
1.736,1.734
2.896,2.92
2.819,2.8160000000000003
0.000,0.6729999999999999
0.135,0.135
0.637,0.639
0.185,0.18600000000000003
0.695,1.6159999999999999
0.000,0.667
0.052,0.04
0.125,0.38299999999999995
0.307,0.304
0.038,0.077
0.411,0.40700000000000003
0.207,0.409
0.643,0.767
0.392,0.397
0.192,0.18600000000000003
0.397,0.409
1.386,1.34
1.152,1.1640000000000001
1.217,0.44
0.179,0.08900000000000001
0.312,0.33799999999999997
2.442,2.406
0.531,0.42700000000000005
1.082,1.099
0.472,0.503
1.765,1.82
0.692,0.6970000000000001
5.875,5.882000000000001
0.054,0.057999999999999996
0.000,0.106
0.634,0.5720000000000001
0.481,0.478
0.578,1.8730000000000002
0.474,0.47700000000000004
0.701,0.395
0.519,0.534
1.002,1.006
2.499,2.5180000000000002
0.444,0.337
2.347,2.364
0.242,0.23800000000000002
1.193,1.175
0.596,0.588
1.978,0.25
5.694,5.683
1.217,1.215
0.261,0.255
0.665,0.65
1.560,0.517
0.400,0.493
0.012,0.067
0.644,0.648
1.164,3.5669999999999997
0.536,0.491
0.896,1.006
4.682,4.721
1.021,1.004
1.362,1.3359999999999999
1.899,1.923
0.315,0.327
4.781,4.812
1.285,1.2890000000000001
0.189,1.268
0.855,0.884
0.132,0.12300000000000001
0.747,0.055999999999999994
0.589,0.524
0.000,0.127
0.360,0.395
2.093,2.128
0.432,0.434
0.521,1.111
0.373,0.402
0.469,0.452
0.643,0.767
0.332,0.37799999999999995
0.844,0.8029999999999999
2.957,0.285
0.393,0.401
0.325,0.311
0.000,0.13
3.423,3.4010000000000002
0.026,0.326
0.114,0.11
0.154,0.235
0.989,1.003
1.257,1.297
4.104,3.512
0.296,0.281
0.000,0.332
1.610,2.62
0.598,0.823
4.133,4.131
0.054,0.057999999999999996
0.208,0.513
0.583,0.568
1.285,1.285
0.035,0.045
0.216,0.21100000000000002
0.627,0.18600000000000003
0.012,0.013999999999999999
0.206,0.218
0.565,0.655
0.355,0.16899999999999998
2.359,6.05
1.110,1.117
0.682,0.648
0.718,0.72
0.458,0.163
1.866,1.899
0.449,0.45
1.698,1.696
1.281,1.301
0.093,0.092
0.856,0.883
1.038,1.641
0.340,0.41
0.076,0.105
0.175,0.177
0.246,1.652
1.853,1.8530000000000002
0.461,0.4
1.701,1.69
3.497,3.505
4.226,1.081
2.347,1.97
2.839,2.855
2.678,2.681
1.895,1.891
0.291,0.445
1.473,1.475
2.083,2.785
0.623,0.591
0.191,0.16899999999999998
0.355,0.16899999999999998
0.325,0.319
0.885,0.823
2.819,2.8160000000000003
0.695,1.6159999999999999
0.292,0.228
0.186,0.185
0.033,0.063
0.196,0.19899999999999998
0.116,0.33799999999999997
0.000,0.667
1.343,1.224
0.318,0.31
0.977,0.9670000000000001
2.116,2.124
0.957,0.455
0.689,0.284
0.052,0.04
0.695,1.6159999999999999
0.020,0.225
0.659,0.706
0.098,0.08900000000000001
0.878,0.866
0.650,0.591
0.720,0.738
0.143,0.135
0.244,0.239
0.000,0.05
0.290,0.292
0.304,0.315
1.698,1.696
1.285,1.285
0.527,0.395
0.638,0.637
0.396,0.381
0.139,0.139
0.252,0.256
0.665,0.607
1.238,1.228
0.281,0.23800000000000002
1.764,2.594
4.004,3.997
0.250,0.254
2.678,2.681
0.226,0.23
0.451,0.47100000000000003
0.281,0.27
2.077,2.0909999999999997
1.292,1.2409999999999999
0.780,0.655
0.245,0.235
2.266,2.287
0.160,0.138
0.337,0.344
0.150,0.205
0.836,0.42100000000000004
0.850,0.86
0.518,0.532
0.212,0.212
0.551,0.37799999999999995
0.228,0.16699999999999998
0.065,0.175
0.764,0.7609999999999999
1.126,0.836
0.125,0.11699999999999999
0.452,0.207
0.289,0.289
1.769,1.817
2.442,2.406
1.396,1.355
0.296,0.298
1.588,1.6380000000000001
0.056,0.05
1.204,1.27
0.265,0.275
2.974,1.919
0.525,0.58
0.189,1.268
4.781,4.812
3.812,3.82
1.446,0.091
1.335,1.173
0.084,0.094
1.189,1.1340000000000001
1.592,1.3130000000000002
0.347,0.33
0.912,1.611
0.252,0.231
0.998,1.028
0.391,1.829
1.668,1.652
1.415,1.379
2.289,2.28
2.352,3.25
0.195,0.188
0.840,0.8540000000000001
3.172,3.1689999999999996
1.742,1.7109999999999999
1.817,1.815
0.504,0.727
0.191,0.187
1.070,1.07
0.108,0.07200000000000001
2.005,2.0340000000000003
0.392,0.397
0.167,0.165
0.222,0.231
0.522,0.491
1.039,3.2969999999999997
0.449,0.45
0.219,0.183
0.264,0.324
0.230,0.174
0.167,0.166
0.000,0.361
1.013,0.516
0.000,0.344
0.481,0.478
0.885,0.823
0.121,0.11699999999999999
0.092,0.066
0.597,0.6
1.526,0.987
0.543,0.537
0.084,0.09
0.682,0.648
0.028,0.024
3.047,3.0460000000000003
1.444,1.374
1.254,1.05
0.363,0.375
1.121,0.35
5.710,5.874
0.596,0.625
1.107,2.5140000000000002
1.311,1.278
3.413,3.42
0.426,0.132
0.466,0.456
0.249,0.311
1.063,0.6579999999999999
0.681,0.29600000000000004
0.843,0.903
0.290,0.282
0.160,0.138
0.434,0.35100000000000003
0.550,1.6469999999999998
2.367,0.34299999999999997
1.175,1.114
0.192,0.18600000000000003
0.191,0.096
1.647,1.624
3.646,3.488
0.612,0.613
2.228,2.202
0.262,0.27899999999999997
0.179,0.158
0.918,0.9440000000000001
2.574,2.572
2.347,1.97
2.285,2.463
0.137,0.138
0.391,0.364
0.949,0.09699999999999999
0.056,0.055999999999999994
0.988,0.966
0.509,0.517
0.197,0.19
2.089,2.088
0.759,0.759
0.233,0.147
0.652,0.6509999999999999
0.976,0.988
2.442,2.406
0.373,0.402
0.826,0.81
0.235,0.235
0.658,0.6729999999999999
1.810,1.8230000000000002
0.000,1.012
0.724,0.7040000000000001
0.157,0.15
0.000,0.535
0.193,0.207
3.131,3.134
0.194,0.175
1.473,1.475
0.105,0.031
0.198,0.207
0.896,1.006
0.561,0.152
0.338,0.312
1.238,1.228
0.537,0.461
0.903,0.85
0.436,0.423
0.334,0.354
0.000,0.562
0.546,0.568
0.189,0.223
0.401,0.401
