User_ID,Product_ID,Purchase,orig
1000023,P00345842,10729,16137
1000023,P00032042,14425,11887
1000023,P00313042,5528,5183
1000023,P00112342,56,584
1000023,P00031842,7604,7601
1000024,P00346642,5800,2230
1000024,P00205642,5984,6940
1000024,P00248942,18678,15774
1000025,P00206442,11933,15361
1000025,P00046742,15795,15770
1000025,P00120042,17726,18974
1000026,P00043242,4371,1848
1000026,P00057242,4618,3624
1000026,P00022842,3502,5275
1000026,P00252042,5065,5356
1000026,P00042242,3776,5411
1000026,P00059542,8559,9734
1000026,P00346642,4830,7814
1000026,P00021242,4172,6098
1000026,P00023042,5242,5195
1000026,P00144242,5048,5220
1000026,P00101342,16404,16093
1000026,P00289342,7152,3702
1000027,P00281742,7078,8696
1000027,P00266642,14098,7730
1000027,P00323742,8558,9836
1000027,P00116342,11677,16500
1000027,P00117142,12577,15903
1000028,P00084442,25,758
1000028,P00331542,6307,6904
1000028,P00118742,6928,8690
1000028,P00178942,6720,8624
1000028,P00026042,7061,3904
1000029,P00233542,14625,19068
1000029,P00127242,12428,7963
1000029,P00349942,12311,15511
1000029,P00303342,14729,11859
1000030,P00051442,8161,9735
1000030,P00275642,7194,4166
1000030,P00278642,6561,6927
1000031,P00117442,7202,8596
1000031,P00322042,5990,5248
1000031,P00216342,10193,10592
1000031,P00329342,5690,3482
1000032,P00332342,6283,7134
1000033,P00285442,6760,7854
1000033,P00111742,17009,17391
1000033,P00293742,6785,6074
1000033,P00032842,6619,6119
1000033,P00216142,15942,15333
1000033,P00001642,6920,6129
1000033,P00351842,6153,5265
1000033,P00145442,7410,7888
1000033,P00344242,8090,4035
1000033,P00327242,5892,5280
1000033,P00241142,6730,7909
1000033,P00219242,1863,811
1000033,P00057342,1566,2846
1000033,P00165742,8118,7994
1000033,P00154642,6537,3897
1000034,P00192942,7260,6996
1000034,P00247042,6856,8593
1000034,P00150542,7338,6917
1000034,P00347142,6999,5329
1000034,P00326742,6835,5942
1000034,P00085942,13410,15895
1000034,P00330442,6965,7165
1000034,P00327842,8252,9846
1000034,P00218342,6435,8701
1000034,P00259042,5792,8757
1000035,P00102542,7615,6109
1000035,P00285442,7839,6139
1000035,P00121142,7525,5897
1000035,P00228242,7120,3990
1000035,P00129542,7065,6153
1000035,P00309542,5242,5319
1000035,P00106742,10494,10767
1000036,P00102642,3583,2832
1000036,P00127442,14130,8066
1000036,P00345642,14226,15812
1000036,P00357842,6219,6967
1000036,P00115342,8899,6922
1000036,P00174442,7544,8621
1000036,P00282642,7755,7030
1000036,P00150542,7303,7172
1000036,P00037142,14994,15769
1000036,P00192042,7687,6871
1000036,P00197542,6599,7171
1000036,P00048742,7225,7139
1000036,P00110142,18795,16280
1000036,P00120842,9114,9894
1000036,P00267742,6226,3664
1000036,P00086442,9406,7869
1000036,P00331842,16666,16866
1000036,P00288642,15876,20442
1000036,P00318742,14873,11518
1000036,P00028442,13879,15285
1000036,P00208342,15802,15524
1000036,P00193542,15023,19278
1000036,P00277442,16719,15445
1000037,P00085242,9355,8034
1000039,P00279442,12225,12464
1000039,P00351142,15528,15319
1000041,P00235242,7142,5915
1000041,P00251542,2982,6025
1000042,P00046742,16026,19433
1000042,P00003242,8307,6027
1000042,P00221542,7175,7040
1000042,P00142142,13715,11965
1000042,P00044442,16140,15469
1000042,P00147742,16111,11925
1000042,P00030942,2306,2826
1000042,P00288042,8059,4013
1000042,P00313142,8025,5914
1000042,P00195442,6149,7176
1000043,P00255842,18325,20961
1000044,P00112142,15567,19072
1000044,P00120342,7189,7179
1000044,P00110542,8404,7995
1000044,P00279942,7249,4124
1000044,P00303742,7413,7772
1000044,P00140742,13898,11799
1000044,P00190042,10264,13251
1000044,P00316742,3351,3524
1000044,P00233542,14179,15853
1000044,P00115242,6532,1728
1000044,P00338442,13314,11693
1000044,P00302842,6845,7852
1000044,P00124842,3742,1582
1000045,P00066442,5491,6950
1000045,P00273442,695,1414
1000045,P00210142,10410,4325
1000045,P00212542,6119,4028
1000045,P00321742,5448,3432
1000045,P00020042,4012,3715
1000045,P00051942,5716,3540
1000045,P00251342,4769,5352
1000045,P00303542,4695,1828
1000045,P00228142,3859,7159
1000046,P00123142,6310,7614
1000046,P00079542,5291,1784
1000046,P00103142,13147,3978
1000046,P00305542,5813,7478
1000047,P00031042,8516,8043
1000047,P00260042,6569,6912
1000048,P00055642,1376,1447
1000048,P00312742,9953,4338
1000048,P00010742,15316,19352
1000048,P00147742,13488,11420
1000048,P00303742,6698,5897
1000048,P00223242,5356,7048
1000048,P00114942,15921,15783
1000048,P00277442,12901,11396
1000048,P00183242,5713,5180
1000048,P00030842,12698,15549
1000048,P00220142,12262,11935
1000048,P00130442,7148,8091
1000048,P00323042,6487,7001
1000048,P00344742,4601,1747
1000048,P00182442,4962,5252
1000048,P00015342,8160,6407
1000048,P00113242,15326,15466
1000048,P00288042,7063,7781
1000048,P00103042,13385,15849
1000048,P00187842,12665,11430
1000048,P00162442,10651,11404
1000048,P00078542,8745,11853
1000048,P0094142,1070,1446
1000048,P00324442,5214,3101
1000048,P00041642,3789,3694
1000048,P00050542,4623,3696
1000048,P00006442,2792,3580
1000049,P00051442,9347,9879
1000049,P00350942,11041,10783
1000049,P00000142,9837,13353
1000049,P00127242,13432,15715
1000049,P00034042,15356,11463
1000049,P00143142,7379,7763
1000050,P00317942,5830,5878
1000050,P00335542,6490,5845
1000051,P00361842,14632,17271
1000052,P00147942,16436,15244
1000052,P00000642,17196,19060
1000052,P00037142,13298,15772
1000052,P00028042,12773,8159
1000053,P00117542,5397,3794
1000053,P00120342,8544,8637
1000053,P00130742,17585,19251
1000053,P00024142,9480,10021
1000053,P00127242,15773,15734
1000053,P00209742,18093,19662
1000053,P00160042,14101,19416
1000053,P00042342,7611,5996
1000053,P00016542,12775,11937
1000053,P00016742,13625,15859
1000053,P00227642,12975,11723
1000053,P00146142,12166,11793
1000053,P00070542,13601,13689
1000053,P00129842,17074,16306
1000053,P00243942,16092,19171
1000053,P00246742,6018,1629
1000053,P00310142,7427,6931
1000053,P00244142,10851,12004
1000053,P00085442,2817,1752
1000053,P00190142,12103,10766
1000053,P00109242,16909,20529
1000053,P00089342,10289,9856
1000053,P00288542,9317,8000
1000053,P00212242,9572,10038
1000053,P00319342,8291,8685
1000053,P00302942,9178,7796
1000053,P00145942,15943,20474
1000053,P00026342,8358,7820
1000053,P00148842,16064,16477
1000054,P00299842,7254,6198
1000054,P00313342,6974,5185
1000056,P00102442,7795,5980
1000056,P00237542,17987,11370
1000056,P00213742,8401,9834
1000056,P0099342,6682,2012
1000057,P00171542,8788,3581
1000057,P00135742,14917,12131
1000057,P00350342,10901,4290
1000058,P00110742,17928,15824
1000058,P00117642,22625,23603
1000058,P00114142,8973,9940
1000058,P00119142,12399,13557
1000058,P00280742,16825,16420
1000058,P00271142,8149,8842
1000058,P00348242,8416,7959
1000058,P00003942,6713,6987
1000058,P00282642,7634,6855
1000058,P00288642,15655,16579
1000058,P00151742,8432,5851
1000058,P00244142,10375,8147
1000058,P00050642,10585,12850
1000059,P00114742,6928,5899
1000059,P00113942,6567,3993
1000059,P00120942,6735,8084
1000059,P00083842,6524,7159
1000059,P00148642,15398,12014
1000059,P00317842,6747,8007
1000059,P00030642,6559,6141
1000059,P00273642,6293,9695
1000059,P00002542,7378,5900
1000059,P00331642,63,1384
1000059,P00331242,113,1432
1000059,P0096442,3144,2074
1000059,P00050242,6979,7864
1000059,P00131942,13109,8784
1000059,P00010742,14868,7988
1000060,P00150542,6210,2048
1000060,P00132042,61,742
1000061,P00334242,15039,15365
1000062,P00013742,6391,5234
1000062,P00036842,12995,11694
1000062,P00119342,18418,23792
1000062,P00182142,14791,15654
1000062,P00188942,7504,9844
1000062,P00203142,16319,16698
1000062,P00320442,16644,15957
1000062,P00121642,6913,8599
1000062,P00289542,6978,8138
1000062,P00329742,13715,12422
1000062,P00326642,7384,7766
1000062,P00346142,13820,15208
1000062,P00336142,5832,5284
1000062,P00111442,8184,7965
1000062,P00087242,15112,11279
1000063,P00234742,6742,5881
1000063,P00021742,6988,8587
1000063,P00090842,5862,7552
1000063,P00214542,7112,2226
1000064,P00110942,19363,19462
1000065,P00289942,11735,13253
1000065,P00147942,19178,19420
1000065,P00216142,17437,19409
1000065,P00104842,8351,9889
1000065,P00113142,16004,15628
1000065,P00177942,7764,7053
1000066,P00265242,7960,8652
1000067,P00118142,9236,8088
1000067,P00003642,9151,9878
1000067,P00178342,9395,7771
1000068,P00289742,6534,9938
1000068,P00085042,7278,7036
1000068,P00248942,17890,11429
1000069,P00184942,17173,11715
1000069,P00041542,8352,7973
1000070,P00249142,6516,7076
1000070,P00284042,6814,2304
1000071,P00165442,11363,11846
1000071,P00115942,9885,7908
1000071,P00278642,8241,5223
1000071,P00021742,7968,6996
1000072,P00156442,8579,7968
1000072,P00318742,14944,15426
1000073,P00351142,13683,15900
1000073,P00074442,10751,11822
1000073,P00047242,10577,7802
1000073,P00199042,11029,15624
1000073,P00192542,13511,15212
1000074,P00351142,15093,15581
1000074,P00350042,16322,12409
1000075,P00248442,11334,13337
1000075,P00172842,11434,13667
1000075,P00198142,13426,12746
1000075,P00282142,10804,5349
1000075,P00166942,12277,16187
1000075,P00187742,12665,16320
1000075,P00003442,3742,2129
1000075,P00060242,10502,11055
1000075,P00137642,7495,11000
1000075,P00106742,12268,10578
1000076,P00126142,9221,7909
1000076,P00219842,7854,7190
1000076,P00046142,16211,15393
1000076,P00338442,14073,11867
1000076,P00328142,7333,5973
1000077,P00255542,5569,6909
1000077,P00250842,5397,6144
1000077,P00260142,4735,5432
1000078,P0097142,25,1720
1000078,P00209842,6481,6852
1000078,P00212942,6493,7061
1000078,P00283942,6525,6868
1000078,P00303242,6588,8598
1000078,P00170442,6468,3624
1000078,P00045842,6166,6986
1000078,P00040442,6284,6862
1000079,P00195842,9678,7962
1000079,P00148642,17604,15943
1000080,P00157542,8268,9788
1000080,P00293242,8548,9859
1000080,P00064042,9903,8248
1000081,P00344242,7376,10058
1000082,P00015542,13379,8162
1000082,P00001642,7420,8045
1000083,P00105142,14956,15584
1000083,P00251242,6419,8775
1000083,P00183442,14159,7996
1000083,P00199442,7156,6889
1000083,P00054542,11200,11730
1000084,P00034742,7106,5315
1000084,P00042242,4422,3497
1000084,P00277442,11788,11896
1000084,P00163142,13211,20595
1000085,P00027142,6089,5986
1000086,P00145042,18672,19283
1000086,P00053942,15856,19442
1000087,P00173342,11070,4121
1000087,P00233342,14184,3847
1000087,P00036842,12763,4528
1000088,P00010842,8844,10022
1000088,P00120242,8809,7809
1000088,P00313342,7038,7019
1000089,P00223942,5199,8804
1000089,P00362342,4660,1747
1000090,P00027542,6981,6122
1000090,P00051442,8107,7824
1000090,P00234842,6787,8714
1000090,P00029242,7091,7786
1000090,P0097842,6861,6975
1000090,P00160942,14170,15433
1000090,P00136542,6228,3667
1000090,P00223242,6531,5354
1000090,P00127942,13778,11605
1000090,P00248542,5767,6078
1000090,P00145842,2080,1463
1000090,P00214342,5651,2010
1000090,P00161542,9701,10009
1000090,P00001942,5595,7178
1000091,P00010842,9228,6013
1000091,P00220442,8684,8858
1000091,P00278642,8277,5252
1000091,P00138542,8394,8771
1000092,P00317942,3357,7884
1000092,P00190042,10208,13400
1000092,P00328042,4722,2233
1000092,P00370242,4249,3545
1000092,P00340642,3211,1868
1000092,P00358242,3461,5916
1000092,P0096542,8374,5780
1000092,P0096942,6942,5755
1000092,P00074142,7904,3126
1000092,P00273442,25,1387
1000092,P00270042,2529,2114
1000092,P00255842,15164,16416
1000092,P00223842,8864,3460
1000092,P00014842,11753,11449
1000092,P00274342,8263,6434
1000093,P00199442,6745,7038
1000093,P00216342,10585,11031
1000093,P00070542,10439,13293
1000093,P00112542,15023,15895
1000093,P00346142,13272,19247
1000093,P00208742,13690,8058
1000093,P00248942,16305,11754
1000093,P00351142,14395,12037
1000093,P00304442,13438,15479
1000093,P00014042,12630,7836
1000093,P00028442,11333,15901
1000093,P00155442,9737,11533
1000093,P00133442,9754,11601
1000093,P00159842,8546,4251
1000093,P00019942,9374,8289
1000093,P00366542,6116,3612
1000094,P00117042,14291,15482
1000095,P00141942,5909,3746
1000095,P00003642,8107,7857
1000096,P00117942,5939,7193
1000096,P00001742,5362,5857
1000097,P00209842,8019,7040
1000097,P00293742,8257,7976
1000097,P00315442,15596,11670
1000097,P00297642,7325,6150
1000097,P00088542,8227,6964
1000097,P00089042,2299,940
1000097,P00175742,8422,9956
1000097,P00115942,8606,7773
1000099,P00317842,5729,5935
1000099,P00334242,14977,18982
1000099,P00035542,11272,10769
1000099,P00129542,6620,7821
1000099,P00234842,7291,2007
1000100,P00057942,13484,11612
1000100,P00037142,13319,7824
1000100,P00059442,16894,12486
1000101,P00278042,18069,19464
1000101,P00154042,17278,19027
1000101,P00014042,18599,19394
1000101,P00262242,14155,15871
1000102,P00010842,8326,9941
1000102,P00334242,15661,3829
1000102,P00337942,5033,7108
1000102,P00274942,6000,4102
1000102,P00229342,5772,2028
1000102,P00274242,13835,8310
1000102,P00084642,878,929
1000103,P00071242,15866,15827
1000103,P00050442,18363,15233
1000103,P0097342,15721,15418
1000103,P00165442,13606,15801
1000105,P00269542,5238,6073
1000105,P00045542,6556,6975
1000105,P00139742,6215,4039
1000105,P00332242,15814,11476
1000106,P00205442,7625,7035
1000106,P00085542,7029,8645
1000106,P00112142,15517,19703
1000107,P00323742,7580,9753
1000107,P00183142,17630,17403
1000107,P00344242,6381,3921
1000107,P00298242,7324,5823
1000107,P00300942,14990,12163
1000107,P0097142,1677,1058
1000108,P00013942,6137,2021
1000109,P00087042,20125,19131
1000109,P00087342,7084,6863
1000109,P00195642,6378,7085
1000110,P00035842,5528,6923
1000111,P00036842,12843,15351
1000111,P00013942,6700,5149
1000112,P00289942,10766,13575
1000113,P00351142,13965,19697
1000113,P00147342,13802,12790
1000114,P00350942,10935,10930
1000114,P00176842,1981,1735
1000116,P00275842,12882,16171
1000116,P00192542,15471,15726
1000117,P00351342,12880,8337
1000117,P00184142,7129,9756
1000117,P00317342,5468,8140
1000117,P00217242,13101,12009
1000117,P00014542,7885,5959
1000117,P00021742,5995,8649
1000117,P00358242,4553,2018
1000117,P00335442,8697,7880
1000117,P0098342,12789,19446
1000117,P00079742,11614,8300
1000117,P00143642,9636,11893
1000117,P00251342,6080,5415
1000117,P00232342,4622,2967
1000117,P00179042,3585,4543
1000117,P00180942,3603,1474
1000117,P00265742,7013,5417
1000118,P00194542,6876,8081
1000118,P00001742,7192,9712
1000118,P00127642,15441,15909
1000118,P00355142,14379,15651
1000118,P00144642,14412,15756
1000118,P00201342,14815,8012
1000118,P00251942,12083,11408
1000118,P00009342,11361,15492
1000118,P00345842,11275,9569
1000118,P00191442,13089,15687
1000118,P00223242,6089,5304
1000118,P00120342,6570,6923
1000119,P00330642,6491,5277
1000119,P00238542,6999,7088
1000119,P0094942,2343,2122
1000119,P00068042,8707,5597
1000119,P00227642,13057,15837
1000120,P00005042,18009,16128
1000121,P00102042,6952,3627
1000121,P00059742,14524,19498
1000122,P00142142,9825,4530
1000123,P00248142,5652,3639
1000123,P00279342,4112,5314
1000123,P00267542,10928,12111
1000123,P00217742,4731,3631
1000123,P00113242,14929,19586
1000123,P00000642,13208,18971
1000123,P00163342,13349,16456
1000123,P00116842,13294,13009
1000123,P00036842,13789,15635
1000123,P00278042,13376,15181
1000123,P00348742,15455,16379
1000123,P00061142,7201,6187
1000123,P00015942,15685,16446
1000123,P00346542,15634,14650
1000123,P00188742,8227,7810
1000123,P00346942,8072,8143
1000123,P00212542,5966,4018
1000123,P00007042,9913,11971
1000123,P00240242,12690,8130
1000124,P00291042,6675,7904
1000125,P00244642,5578,4497
1000125,P00090542,16949,16498
1000125,P00274142,16146,19234
1000125,P00266642,15565,15253
1000125,P00182142,16519,19064
1000125,P00270542,15625,11647
1000126,P00087042,16345,23233
1000126,P00121642,8043,3638
1000127,P00145042,16806,19681
1000127,P00086442,8507,5886
1000127,P00361842,14490,17320
1000127,P00057442,7177,5332
1000127,P00078142,7171,7890
1000128,P00245642,8633,8629
1000129,P00037542,12285,15383
1000129,P00049842,14672,15641
1000129,P00022942,7439,5298
1000129,P00000642,16136,15525
1000129,P00183442,15814,19406
1000130,P00350442,12817,3688
1000130,P00119542,8550,2209
1000130,P00025442,20184,19706
1000130,P00080342,18361,15907
1000130,P00127642,17085,19062
1000130,P00127242,16036,15244
1000130,P00338542,15323,19304
1000130,P00246142,18807,19240
1000130,P00317642,17728,19559
1000130,P00339542,15619,19090
1000130,P00277442,14650,15744
1000131,P00170642,5517,6886
1000131,P00115442,7627,8075
1000131,P00212742,6346,8801
1000131,P00209842,6086,8734
1000131,P00150742,6728,5936
1000131,P00154642,7107,5945
1000131,P00109342,5770,5418
1000131,P00162642,5248,6896
1000131,P00192542,11855,7734
1000131,P00017042,5610,8127
1000132,P00100842,7451,8709
1000132,P00329442,6765,8678
1000132,P00303842,6417,5463
1000132,P00045842,6473,3743
1000132,P00250242,6359,8751
1000133,P00012542,3753,6954
1000133,P00152442,7942,9972
1000133,P00058442,6596,7041
1000133,P00303842,6011,8779
1000133,P00248342,8954,7797
1000134,P00218642,4568,3622
1000134,P00125942,10776,15783
1000134,P00241542,8783,3843
1000134,P00346442,6072,3877
1000135,P00295942,12820,16241
1000135,P00248942,15838,19146
1000135,P00270142,4250,3709
1000136,P0099042,6225,8850
1000136,P00367142,4228,1498
1000136,P00233342,8761,4304
1000136,P00118842,5478,7031
1000136,P00034842,4563,1754
1000136,P00001142,4071,3613
1000136,P00008842,6883,15563
1000136,P00222142,6000,7092
1000136,P00059442,15108,16709
1000136,P00189842,8140,5596
1000136,P00074142,5671,8224
1000136,P00051942,2823,6901
1000136,P00013742,4517,5289
1000136,P00321742,5669,5228
1000137,P00250842,6011,8126
1000137,P00198742,12219,11446
1000137,P00010742,16634,15334
1000137,P00303342,14889,15739
1000137,P00004242,10797,11809
1000137,P00173942,12945,11814
1000137,P00058442,6380,6938
1000137,P00124642,15524,16828
1000137,P00026042,7183,8066
1000138,P00113242,17422,19391
1000138,P00081142,17242,12146
1000138,P00135742,17455,19977
1000139,P00329542,14983,7773
1000139,P00249642,10651,8314
1000139,P00020142,15950,21002
1000139,P00274942,8583,9746
1000139,P00110842,17169,15239
1000139,P00121342,17129,15795
1000139,P00121642,7709,8778
1000139,P00159542,17843,23595
1000139,P00115142,16245,19117
1000139,P00044442,16244,15688
1000139,P00227542,1577,928
1000139,P00127842,16151,15311
1000139,P00241642,12503,19621
1000139,P00226742,5800,1558
1000140,P00062842,13852,3843
1000140,P00084642,1239,770
1000142,P00192042,5433,5267
1000142,P00002542,5711,4072
1000142,P00028842,17626,20214
1000142,P00184942,15956,12025
1000142,P00025442,16793,15212
1000143,P00250242,5820,7170
1000143,P00184942,15650,19662
1000143,P00284642,5929,6951
1000145,P00250342,14536,16772
1000145,P00317842,6609,5953
1000145,P00214142,7135,9756
1000145,P00248342,7048,2159
1000146,P00248942,18427,15659
1000146,P00188542,7028,5247
1000146,P00081142,16174,16004
1000146,P00088242,18396,12053
1000146,P00223842,10794,3489
1000146,P00121042,17885,16616
1000146,P00027142,6567,7968
1000146,P00114142,7611,9932
1000146,P00116742,5530,2944
1000146,P00289642,7427,8057
1000146,P00118442,14291,15347
1000146,P00227742,6537,7110
1000146,P00127542,12961,3836
1000146,P00010842,6728,9885
1000146,P00323942,8312,9832
1000146,P00101142,7318,7892
1000146,P00203142,16285,16813
1000146,P00112342,921,959
1000146,P00129642,6827,5381
1000146,P00178642,6972,7055
1000146,P00288442,6510,6866
1000146,P00274042,15462,19177
1000146,P00091842,7373,7805
1000146,P00320442,18788,8667
1000147,P00184942,16448,19474
1000147,P00016042,13822,11916
1000147,P00214242,12430,7589
1000147,P00110742,16671,15308
1000147,P00008542,10309,9614
1000147,P00352142,11913,15387
1000147,P00150942,13972,20585
1000148,P00184942,19708,19031
1000148,P00118442,15258,15671
1000148,P00317442,15808,15289
1000148,P00063342,14279,12101
1000148,P00042142,13549,15383
1000148,P00047242,12057,19608
1000148,P00114542,7269,1827
1000148,P00156742,5948,1787
1000148,P00119242,4519,2318
1000148,P00190742,11110,8287
1000148,P00199442,7182,8812
1000148,P00193042,5602,7114
1000148,P00327842,7760,7799
1000148,P00005042,19104,8657
1000148,P00057242,6026,5375
1000148,P00074442,14205,11715
1000148,P00214342,6268,7021
1000148,P00036542,2425,2141
1000148,P00181842,5951,6053
1000148,P00304742,7334,5955
1000149,P00109242,15926,15969
1000149,P00289342,7592,5267
1000149,P00213742,8706,6151
1000149,P00293242,8845,6018
1000149,P00163842,7548,6140
1000149,P00046142,16133,19091
1000149,P00028242,17370,20538
1000149,P00028542,17599,16137
1000149,P00051442,9692,10024
1000149,P00100842,8057,7047
1000149,P00184442,14769,15571
1000149,P00345842,10030,16235
1000149,P00323942,8785,9993
1000149,P00137542,12549,15161
1000149,P00030842,14671,7835
1000149,P00150342,7652,6188
1000149,P00369742,5920,8752
1000149,P00069042,12679,10715
1000149,P00277942,14079,15210
1000149,P00283942,7135,6998
1000149,P00207042,5776,7064
1000149,P00350342,11819,15165
1000150,P00294542,7577,5865
1000150,P00174442,6862,8697
1000150,P00033642,7180,8798
1000150,P00025442,16893,15255
1000150,P00120042,15518,15697
1000150,P00086042,8389,8009
1000150,P00198142,12038,13272
1000150,P00057742,14132,16061
1000150,P00101942,8092,7995
1000150,P00113342,16289,15590
1000151,P00112142,16271,12063
1000151,P00062842,14688,11653
1000151,P00052642,6671,7011
1000151,P00021642,7103,6089
1000151,P00007342,5697,5844
1000151,P00154742,7206,8124
1000151,P00016342,11861,11977
1000151,P00141842,5925,7179
1000151,P00197442,6004,1990
1000151,P00048642,6189,5471
1000151,P00000642,13572,15678
1000151,P00358742,5706,6894
1000151,P00370342,7535,7964
1000151,P00138542,7240,8707
1000151,P00031442,7681,8575
1000151,P00128242,6054,7035
1000151,P00221342,13351,11493
1000151,P00211142,6940,5180
1000151,P00152742,6935,7009
1000151,P00211042,6907,5205
1000151,P00245642,6368,7175
1000151,P00148342,6138,7159
1000151,P00085242,8342,6129
1000151,P00134342,7760,7087
1000152,P00159942,5747,8744
1000153,P00031642,6355,8588
1000153,P00059442,18063,20679
1000153,P00340642,6020,8817
1000154,P00214242,11354,7821
1000154,P00105142,12615,8144
1000154,P00262242,14104,15257
1000154,P00307342,6479,6139
1000155,P00205642,5299,6967
1000155,P00295942,11419,6807
1000155,P00053942,11711,7944
1000155,P00248142,5160,5415
1000155,P00022542,5430,1916
1000155,P00323842,12212,16208
1000155,P00252442,7598,9795
1000156,P00304842,8793,9872
1000156,P00002542,8244,6010
1000156,P00240142,7945,7141
1000157,P00140042,13726,15544
1000157,P00028442,12984,7762
1000157,P00289042,7883,7948
1000157,P00141442,6891,6123
1000157,P00345742,12276,11475
1000157,P00065342,10812,6368
1000157,P00298142,7088,6962
1000157,P00177942,6759,3522
1000157,P00223242,6264,5185
1000157,P00105942,6314,5474
1000157,P00111542,14575,12920
1000158,P00347242,7609,9703
1000158,P00111542,15316,13324
1000159,P00277642,10517,12828
1000160,P00198042,6552,4681
1000160,P00327842,8008,5881
1000161,P00086042,9314,8108
1000161,P00111542,15084,16122
1000161,P00024042,19857,20915
1000161,P00313342,7977,8689
1000161,P00064942,9597,10062
1000161,P00112442,18233,16272
1000161,P00205442,7383,6875
1000161,P00312942,8344,9821
1000161,P00289942,11837,13717
1000161,P00304442,15117,15378
1000161,P00125742,8638,10040
1000161,P00285742,8751,8065
1000162,P00004842,10307,5711
1000162,P00249142,7515,7059
1000162,P00338442,13312,11808
1000162,P00351142,14712,19091
1000162,P00010242,7113,8844
1000163,P00014742,2203,1534
1000163,P00079442,4069,3923
1000163,P00283942,4730,3506
1000163,P00208942,12214,4000
1000163,P00028242,14199,4597
1000163,P00340642,3110,3460
1000163,P00322342,3571,3611
1000163,P00309142,6702,8305
1000163,P00270942,10048,12017
1000163,P00305142,8947,11575
1000163,P00019342,9048,11374
1000163,P00128042,9516,15312
1000163,P00345642,7597,8067
1000163,P00229742,9729,11635
1000163,P00194642,7158,8081
1000163,P00206442,6843,3931
1000163,P00149542,8460,4145
